City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
652,Carangola,BR,74.73,overcast clouds,-20.7331,-42.0294,Hotel Fazenda Búfalos
653,Kenora,CA,76.17,broken clouds,49.8167,-94.4337,Maynard Lake Lodge
654,Grand Gaube,MU,70.2,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
655,Flagstaff,US,88.11,scattered clouds,35.1981,-111.6513,Drury Inn & Suites Flagstaff
660,Winneba,GH,71.94,scattered clouds,5.3511,-0.6231,Windy Lodge & Beach Resort
663,Vila,PT,70.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
664,Puerto Carreno,CO,89.58,scattered clouds,6.189,-67.4859,Casa Hotel Victoria
665,Touros,BR,77.05,scattered clouds,-5.1989,-35.4608,INN NEW HORIZON
668,Maragogi,BR,74.66,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
671,Wadi Musa,JO,74.48,clear sky,30.3222,35.4793,Petra Palace Hotel
674,Mora,CM,72.0,overcast clouds,11.0461,14.1401,Hotel Emergence
676,Corinto,GR,78.89,clear sky,37.9407,22.9573,Ephira Hotel
677,Voh,NC,73.69,overcast clouds,-20.9667,164.7,Le gîte du Koniambo
680,Windsor,CA,86.95,clear sky,42.3001,-83.0165,Detroit Marriott at the Renaissance Center
682,Chenghai,CN,78.71,broken clouds,23.4632,116.768,Guangdong Hotel
687,Beja,TN,83.05,clear sky,36.7256,9.1817,Maison Blagui
690,Montmagny,FR,81.25,clear sky,48.9734,2.3469,Cindy's home
695,Pasighat,IN,77.52,overcast clouds,28.0667,95.3333,Siang Guest House
697,Rayachoti,IN,79.54,overcast clouds,14.05,78.75,ANNAMAYYA FAMILY RESTAURANT
698,Mahon,ES,79.36,clear sky,39.8885,4.2658,ARTIEM Capri
699,Salinopolis,BR,81.23,few clouds,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
700,Kisangani,CD,72.99,broken clouds,0.5167,25.2,Grand Ramela Hotel
